Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
41,No,Non-Travel,Sales,some_college,Medical,high,low,two,Sales Executive,meduim,Single,6151,No,low,zero,19,better,19,2,9
31,Yes,Travel_Frequently,Sales,bachelors_degree,Life Sciences,very_high,high,one,Sales Representative,meduim,Single,2302,Yes,low,zero,3,best,3,2,2
44,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,low,Married,2362,No,high,zero,10,best,3,2,2
42,No,Non-Travel,Research & Development,no_college,Life Sciences,high,high,four,Manager,high,Married,17861,Yes,very_high,zero,21,good,20,8,10
55,No,Travel_Rarely,Research & Development,some_college,Medical,very_high,low,five,Manager,high,Married,19187,No,very_high,one,23,better,19,9,11
56,No,Travel_Rarely,Human Resources,masters_degree,Life Sciences,very_high,high,five,Manager,meduim,Single,19717,No,low,zero,36,better,7,3,7
40,No,Non-Travel,Research & Development,some_college,Life Sciences,high,high,one,Research Scientist,high,Divorced,3544,No,meduim,one,6,better,4,2,0
34,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,three,Healthcare Representative,very_high,Divorced,8500,No,very_high,one,10,good,9,7,6
40,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,two,Research Scientist,very_high,Single,4661,No,high,zero,9,better,9,8,8
41,No,Travel_Frequently,Sales,bachelors_degree,Marketing,high,high,two,Sales Executive,low,Divorced,4103,No,very_high,one,10,better,9,3,7
35,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,high,high,two,Research Scientist,high,Single,4249,Yes,meduim,zero,9,better,9,6,1
51,No,Travel_Rarely,Human Resources,bachelors_degree,Life Sciences,high,high,four,Manager,meduim,Divorced,14026,Yes,meduim,one,33,better,33,9,10
38,No,Travel_Rarely,Sales,some_college,Life Sciences,meduim,high,two,Sales Executive,low,Divorced,6893,No,very_high,one,11,better,7,7,7
34,No,Travel_Rarely,Sales,some_college,Medical,high,high,two,Sales Executive,low,Single,6125,No,very_high,zero,10,best,10,8,6
25,No,Travel_Rarely,Research & Development,no_college,Medical,very_high,high,one,Laboratory Technician,very_high,Married,3669,No,high,three,7,good,3,2,2
58,Yes,Travel_Rarely,Research & Development,masters_degree,Medical,high,meduim,three,Manufacturing Director,low,Married,10008,Yes,very_high,zero,31,good,10,9,9
40,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,meduim,Married,2387,No,high,one,7,better,4,2,3
36,No,Travel_Frequently,Sales,bachelors_degree,Marketing,low,very_high,two,Sales Executive,low,Married,4639,No,very_high,one,17,good,15,7,13
48,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,three,Manufacturing Director,very_high,Single,7898,No,high,zero,11,better,10,9,8
27,No,Travel_Rarely,Sales,bachelors_degree,Medical,high,very_high,one,Sales Representative,very_high,Married,2534,No,meduim,one,5,better,1,0,0
51,No,Travel_Rarely,Research & Development,some_college,Technical Degree,very_high,meduim,four,Manufacturing Director,meduim,Single,13142,No,meduim,zero,29,good,5,2,3
18,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,very_high,Single,1611,No,high,zero,0,best,0,0,0
35,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,meduim,two,Laboratory Technician,very_high,Married,5363,No,meduim,one,10,better,9,7,0
27,No,Travel_Frequently,Sales,no_college,Life Sciences,very_high,low,two,Sales Executive,very_high,Single,5071,No,meduim,zero,8,better,6,2,0
55,Yes,Travel_Rarely,Sales,masters_degree,Marketing,low,very_high,four,Sales Executive,high,Single,13695,Yes,high,zero,24,good,19,7,8
56,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,four,Manufacturing Director,meduim,Married,13402,Yes,low,one,33,better,19,16,9
34,No,Non-Travel,Research & Development,no_college,Technical Degree,low,meduim,one,Research Scientist,high,Divorced,2029,No,high,three,5,better,5,4,0
40,No,Travel_Rarely,Research & Development,no_college,Medical,meduim,very_high,two,Healthcare Representative,high,Divorced,6377,No,meduim,three,15,better,12,11,8
34,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,high,two,Laboratory Technician,high,Married,5429,No,low,two,10,better,8,7,7
31,Yes,Travel_Frequently,Sales,bachelors_degree,Life Sciences,high,meduim,one,Sales Representative,very_high,Single,2785,No,high,zero,3,best,1,0,0
35,Yes,Travel_Frequently,Sales,masters_degree,Marketing,very_high,high,two,Sales Executive,high,Married,4614,Yes,high,one,5,good,4,2,2
38,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,very_high,one,Research Scientist,high,Divorced,2610,No,very_high,three,4,better,4,2,3
34,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,high,high,two,Healthcare Representative,very_high,Single,6687,No,very_high,zero,14,best,14,11,11
28,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,meduim,two,Sales Executive,low,Married,4724,No,high,one,5,better,5,3,4
31,Yes,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,two,Manufacturing Director,high,Married,6179,Yes,very_high,two,10,good,10,2,7
39,No,Travel_Rarely,Sales,masters_degree,Life Sciences,low,meduim,two,Sales Executive,very_high,Married,6120,Yes,very_high,two,8,best,5,4,4
51,No,Travel_Frequently,Sales,bachelors_degree,Marketing,meduim,high,three,Sales Executive,meduim,Married,10596,No,meduim,zero,14,better,4,2,2
41,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,high,two,Research Scientist,very_high,Divorced,5467,Yes,low,two,12,good,6,2,3
37,No,Travel_Rarely,Research & Development,no_college,Life Sciences,high,high,one,Research Scientist,high,Married,2996,Yes,very_high,zero,8,better,6,4,3
33,No,Travel_Frequently,Sales,no_college,Life Sciences,meduim,high,two,Sales Executive,very_high,Married,9998,No,low,zero,8,best,5,4,2
32,No,Travel_Rarely,Sales,no_college,Marketing,high,high,two,Sales Executive,meduim,Married,4078,Yes,low,three,4,good,3,2,2
39,No,Non-Travel,Research & Development,some_college,Life Sciences,high,high,three,Healthcare Representative,high,Married,10920,No,meduim,one,13,better,6,4,5
25,No,Travel_Rarely,Sales,no_college,Life Sciences,low,very_high,two,Sales Executive,high,Married,6232,No,meduim,zero,6,good,3,2,2
52,No,Travel_Frequently,Research & Development,some_college,Medical,very_high,very_high,four,Manufacturing Director,high,Married,13247,Yes,meduim,one,24,good,5,3,2
43,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,meduim,two,Research Scientist,high,Single,4081,Yes,low,zero,20,bad,20,7,8
27,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,meduim,two,Sales Executive,very_high,Married,5769,Yes,very_high,zero,6,better,6,2,4
27,Yes,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,one,Research Scientist,high,Single,2394,Yes,very_high,zero,8,better,8,2,7
26,No,Travel_Rarely,Research & Development,no_college,Medical,low,meduim,one,Research Scientist,very_high,Single,3904,No,very_high,zero,5,better,4,3,1
42,No,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,high,high,four,Manager,low,Married,16799,No,high,one,21,better,20,7,9
52,No,Travel_Rarely,Research & Development,masters_degree,Other,high,high,one,Laboratory Technician,low,Married,2950,No,high,zero,12,bad,5,4,4
37,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,high,one,Laboratory Technician,high,Single,3629,No,low,zero,8,better,3,2,2
35,No,Travel_Frequently,Research & Development,some_college,Life Sciences,high,high,three,Manufacturing Director,very_high,Single,9362,No,high,zero,10,better,2,2,2
25,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,low,high,one,Laboratory Technician,very_high,Married,3229,No,meduim,one,7,good,3,2,2
26,No,Travel_Rarely,Research & Development,bachelors_degree,Other,high,very_high,one,Laboratory Technician,low,Single,3578,No,very_high,zero,8,better,7,7,7
29,No,Travel_Rarely,Human Resources,bachelors_degree,Other,meduim,meduim,three,Human Resources,low,Single,7988,No,low,zero,10,good,10,9,9
49,Yes,Travel_Frequently,Research & Development,some_college,Life Sciences,low,meduim,two,Laboratory Technician,low,Single,4284,No,low,zero,20,better,4,3,3
29,Yes,Travel_Frequently,Research & Development,no_college,Other,high,high,three,Healthcare Representative,very_high,Single,7553,Yes,low,zero,9,better,8,7,7
54,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,four,Research Director,very_high,Single,17328,No,very_high,zero,29,good,20,7,7
58,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,five,Research Director,low,Married,19701,Yes,high,one,32,better,9,8,5
55,No,Travel_Rarely,Research & Development,masters_degree,Medical,meduim,very_high,four,Research Director,very_high,Divorced,14732,No,very_high,two,31,best,7,7,0
36,No,Travel_Rarely,Sales,masters_degree,Marketing,low,high,two,Sales Executive,meduim,Single,9278,Yes,very_high,zero,15,better,5,4,1
31,Yes,Travel_Frequently,Sales,masters_degree,Life Sciences,meduim,low,one,Sales Representative,high,Single,1359,No,meduim,zero,1,better,1,0,0
30,No,Travel_Rarely,Sales,masters_degree,Marketing,very_high,high,two,Sales Executive,low,Divorced,4779,No,meduim,two,8,better,3,2,2
31,No,Travel_Rarely,Research & Development,Doctorate,Life Sciences,low,high,four,Research Director,meduim,Single,16422,No,high,zero,9,best,3,2,0
34,No,Travel_Frequently,Research & Development,masters_degree,Other,very_high,high,one,Research Scientist,low,Divorced,2996,No,high,two,10,better,4,3,3
31,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,meduim,one,Research Scientist,meduim,Single,1261,No,high,zero,1,best,1,0,0
27,No,Travel_Rarely,Research & Development,no_college,Life Sciences,meduim,high,one,Laboratory Technician,low,Married,2099,No,meduim,zero,6,best,5,0,4
36,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,meduim,two,Laboratory Technician,very_high,Single,5810,No,high,zero,10,good,10,4,8
36,No,Travel_Rarely,Sales,masters_degree,Marketing,high,meduim,two,Sales Executive,low,Married,5647,No,low,two,11,good,3,2,2
47,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,low,high,one,Research Scientist,very_high,Married,3420,No,high,one,17,good,6,5,2
25,Yes,Travel_Rarely,Sales,some_college,Life Sciences,low,meduim,one,Sales Representative,low,Married,4400,No,low,zero,6,better,3,2,2
37,No,Non-Travel,Research & Development,some_college,Technical Degree,high,very_high,one,Laboratory Technician,high,Single,3500,No,low,zero,7,bad,6,5,3
56,No,Travel_Rarely,Research & Development,some_college,Life Sciences,low,high,one,Research Scientist,low,Married,2066,No,very_high,one,5,best,3,2,0
47,No,Travel_Rarely,Research & Development,masters_degree,Medical,low,high,four,Research Director,high,Married,17169,No,meduim,two,26,best,20,17,6
24,No,Travel_Rarely,Sales,no_college,Medical,very_high,high,two,Sales Executive,high,Married,4162,Yes,high,two,5,better,5,4,3
32,No,Travel_Rarely,Sales,Doctorate,Marketing,very_high,high,two,Sales Executive,very_high,Married,9204,No,high,one,7,good,4,3,3
34,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,one,Laboratory Technician,meduim,Married,3294,No,low,one,7,good,5,4,2
41,No,Travel_Rarely,Research & Development,Doctorate,Medical,meduim,very_high,one,Research Scientist,high,Married,2127,Yes,low,zero,7,good,4,2,3
40,No,Non-Travel,Research & Development,masters_degree,Other,high,high,two,Laboratory Technician,high,Divorced,3975,No,high,two,11,best,8,7,7
31,No,Travel_Rarely,Sales,some_college,Life Sciences,low,high,three,Sales Executive,very_high,Divorced,10793,No,low,one,13,better,13,7,9
46,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,low,high,three,Sales Executive,very_high,Divorced,10096,No,low,one,28,best,7,7,3
39,Yes,Non-Travel,Research & Development,bachelors_degree,Life Sciences,low,meduim,one,Laboratory Technician,low,Single,3646,Yes,meduim,zero,11,best,1,0,0
31,Yes,Travel_Frequently,Research & Development,Doctorate,Life Sciences,high,very_high,three,Manufacturing Director,meduim,Single,7446,No,low,zero,10,better,10,8,7
45,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,low,three,Healthcare Representative,low,Divorced,10851,Yes,meduim,one,24,better,7,7,7
31,No,Travel_Rarely,Human Resources,some_college,Medical,very_high,very_high,one,Human Resources,meduim,Single,2109,No,very_high,zero,8,better,3,2,2
31,Yes,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,meduim,high,one,Laboratory Technician,very_high,Married,3722,Yes,high,one,7,bad,2,2,2
45,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,meduim,high,three,Manufacturing Director,very_high,Married,9380,Yes,very_high,two,10,best,3,1,2
48,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,two,Sales Executive,low,Divorced,5486,No,low,three,15,better,2,2,2
34,Yes,Travel_Rarely,Human Resources,masters_degree,Technical Degree,low,high,one,Human Resources,high,Married,2742,No,very_high,zero,2,better,2,2,2
40,No,Non-Travel,Research & Development,no_college,Medical,very_high,meduim,three,Research Director,meduim,Divorced,13757,No,high,one,16,better,9,8,8
28,No,Travel_Rarely,Sales,bachelors_degree,Medical,very_high,high,two,Sales Executive,low,Single,8463,No,very_high,zero,6,better,5,4,3
44,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,high,Single,3162,No,very_high,zero,7,better,5,2,3
53,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,very_high,four,Research Director,meduim,Single,16598,No,meduim,zero,35,good,9,8,8
49,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,low,high,two,Healthcare Representative,high,Married,6651,No,meduim,one,20,good,3,2,2
40,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Research Scientist,high,Divorced,2345,No,high,one,8,best,3,1,2
44,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,meduim,Single,3420,No,high,zero,6,good,5,2,3
33,No,Travel_Frequently,Sales,bachelors_degree,Medical,very_high,high,two,Sales Executive,low,Married,4373,No,low,two,5,better,4,3,3
34,No,Travel_Rarely,Sales,bachelors_degree,Other,very_high,low,two,Sales Executive,low,Single,4759,No,very_high,zero,15,better,13,9,12
30,No,Travel_Rarely,Sales,no_college,Life Sciences,very_high,high,two,Sales Executive,high,Married,5301,No,high,two,4,good,2,1,2
42,No,Travel_Frequently,Research & Development,some_college,Medical,low,high,one,Laboratory Technician,very_high,Single,3673,No,high,zero,12,better,12,9,8
44,No,Travel_Frequently,Sales,Doctorate,Marketing,low,high,two,Sales Executive,high,Married,4768,No,high,one,11,good,1,0,0
30,No,Non-Travel,Research & Development,bachelors_degree,Technical Degree,high,high,one,Research Scientist,high,Divorced,1274,No,meduim,two,1,good,1,0,0
57,No,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,very_high,two,Research Scientist,high,Married,4900,No,low,one,13,good,12,9,8
49,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,three,Healthcare Representative,meduim,Divorced,10466,No,meduim,two,29,better,8,7,7
34,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,meduim,high,four,Research Director,low,Divorced,17007,No,very_high,two,16,good,14,8,9
28,Yes,Travel_Frequently,Sales,bachelors_degree,Technical Degree,low,high,one,Sales Representative,high,Married,2909,No,very_high,one,5,best,3,2,2
29,Yes,Travel_Frequently,Sales,bachelors_degree,Technical Degree,low,high,two,Sales Executive,meduim,Single,5765,No,low,zero,7,bad,5,3,0
34,Yes,Travel_Rarely,Sales,masters_degree,Medical,low,meduim,two,Sales Executive,meduim,Single,4599,Yes,high,zero,16,best,15,9,10
35,No,Travel_Rarely,Sales,no_college,Life Sciences,very_high,high,one,Sales Representative,high,Married,2404,No,low,one,1,better,1,0,0
24,Yes,Travel_Frequently,Research & Development,bachelors_degree,Medical,meduim,high,one,Laboratory Technician,low,Single,3172,Yes,high,zero,4,good,0,0,0
24,No,Non-Travel,Sales,some_college,Life Sciences,very_high,high,one,Sales Representative,meduim,Married,2033,No,high,one,1,better,1,0,0
