Age,Attrition,BusinessTravel,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany
32,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,low,2439,No,very_high,zero,better,4
35,No,Travel_Rarely,masters_degree,Life Sciences,high,high,three,Human Resources,very_high,8837,Yes,high,zero,better,9
38,No,Travel_Rarely,some_college,Life Sciences,low,high,two,Sales Executive,very_high,5343,No,high,one,better,10
50,Yes,Travel_Frequently,masters_degree,Life Sciences,meduim,high,two,Sales Executive,high,6728,No,very_high,two,better,6
36,No,Travel_Rarely,masters_degree,Marketing,meduim,meduim,two,Sales Executive,very_high,6652,No,low,one,good,6
45,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,high,4850,No,high,zero,better,5
40,No,Travel_Rarely,masters_degree,Life Sciences,high,meduim,one,Research Scientist,high,2809,No,very_high,zero,better,2
35,No,Travel_Frequently,masters_degree,Life Sciences,high,high,two,Healthcare Representative,high,5689,Yes,very_high,two,best,10
40,No,Travel_Rarely,masters_degree,Medical,high,high,one,Research Scientist,high,2001,No,meduim,three,better,5
35,No,Travel_Rarely,masters_degree,Life Sciences,high,low,one,Research Scientist,very_high,2977,No,very_high,one,better,4
29,No,Travel_Rarely,some_college,Other,very_high,meduim,two,Laboratory Technician,meduim,4025,Yes,low,one,better,4
29,No,Travel_Rarely,masters_degree,Medical,very_high,meduim,one,Research Scientist,low,3785,No,meduim,zero,bad,5
50,Yes,Travel_Rarely,bachelors_degree,Marketing,very_high,meduim,three,Sales Executive,low,10854,Yes,meduim,one,better,3
39,No,Travel_Rarely,no_college,Marketing,meduim,meduim,four,Sales Executive,very_high,12031,No,low,one,good,20
31,No,Non-Travel,bachelors_degree,Medical,meduim,high,two,Manufacturing Director,low,9936,No,meduim,zero,better,9
26,No,Travel_Rarely,bachelors_degree,Other,very_high,meduim,one,Sales Representative,high,2966,No,very_high,zero,better,4
36,No,Travel_Frequently,some_college,Medical,high,very_high,two,Laboratory Technician,very_high,2571,No,high,one,better,5
39,No,Travel_Rarely,no_college,Medical,very_high,meduim,three,Healthcare Representative,low,9991,No,low,one,better,7
27,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,very_high,two,Manufacturing Director,meduim,6142,Yes,meduim,one,better,6
49,No,Travel_Frequently,bachelors_degree,Medical,very_high,meduim,two,Sales Executive,meduim,5390,No,very_high,zero,good,9
34,No,Travel_Rarely,bachelors_degree,Medical,meduim,very_high,two,Laboratory Technician,high,4404,No,low,zero,best,4
